parameter_id,IMPC_GEO_064_001
analysis_id,rbvw6sm1xr251ij
pvalue,0.8721041
mouse_strain,C57BL
gene_accession_id,MGI:1914556
mouse_life_stage,Early adult
gene_symbol,Zc2hc1a
parameter_name,Edema
