gene_symbol,Psmd14
analysis_id,09810085s0zc854
pvalue,0.8888775
parameter_id,IMPC_GPP_004_001
parameter_name,Placenta Size
mouse_strain,C57BL
gene_accession_id,MGI:1913284
mouse_life_stage,Early adult
