parameter_id,IMPC_CBC_058_001
pvalue,0.2418297
gene_symbol,Trp53rkb
parameter_name,Cholesterol ratio
analysis_id,m673j462hn53yk7
mouse_life_stage,Early adult
gene_accession_id,MGI:1914050
mouse_strain,C57BL
