parameter_id,IMPC_GEL_033_001
gene_symbol,Bmi1
pvalue,0.3488299
mouse_strain,C50BL
parameter_name,Tail bud morphology
mouse_life_stage,E15.5
analysis_id,3t934t3840k17tc
gene_accession_id,MGI:88174
