mouse_strain,129SV
parameter_name,Lymphocyte differential count
pvalue,0.6531884
parameter_id,IMPC_HEM_031_001
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
analysis_id,4309p37mu15723p
gene_symbol,Bpifa3
