parameter_name,Prepulse inhibition - PP4
pvalue,0.6959967
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,ESLIM_011_001_704
gene_accession_id,MGI:1918764
analysis_id,5u474o381x171to
gene_symbol,Sfpq
