mouse_strain,C58BL
parameter_name,Click-evoked ABR threshold
analysis_id,nw0xw190kqbcv26
parameter_id,IMPC_ABR_002_001
gene_symbol,Nucks1
gene_accession_id,MGI:1934811
mouse_life_stage,Early adult
pvalue,0.5710049
