parameter_id,IMPC_DXA_007_001
gene_accession_id,MGI:107566
pvalue,0.9354346
analysis_id,3bei4ucn9u661t3
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,BMC/Body weight
gene_symbol,Kifap3
