parameter_id,MGP_CSD_015_001
analysis_id,816588w722l90v8
mouse_strain,C57BL
gene_symbol,Dmap1
mouse_life_stage,E9.5
gene_accession_id,MGI:1913483
pvalue,0.4433378
parameter_name,Head coat/hair presence
