mouse_strain,129SV
pvalue,0.8820076
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
analysis_id,va0vh96445l174y
parameter_id,MGP_PBI_031_001
gene_symbol,Inpp1
parameter_name,KLRG1+ mature NK cell number
