gene_symbol,Dnajc8
gene_accession_id,MGI:1915848
analysis_id,ffst8ktqk1y5wwj
parameter_name,Lens Opacity
pvalue,0.393605
parameter_id,UCDLA_EYE_017_001
mouse_strain,C57BL
mouse_life_stage,Early adult
