gene_symbol,Nucks1
pvalue,0.7552182
parameter_id,UCD_OWT_008_001
analysis_id,t65p89qu0v36292
parameter_name,Liver weight
gene_accession_id,MGI:1934811
mouse_life_stage,Late adult
mouse_strain,C57BL
