parameter_id,MGP_IMM_070_001
gene_symbol,Fpgs
gene_accession_id,MGI:95576
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,l6e7xpk761f6a22
parameter_name,Total ab T cells - % of CD45+
pvalue,0.4503318
