gene_symbol,Tiprl
parameter_name,Potassium
pvalue,0.2642484
gene_accession_id,MGI:1915087
parameter_id,GMC_906_001_005
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,915rspsyc9033ba
