gene_symbol,Dcaf10
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
pvalue,0.2206604
gene_accession_id,MGI:2140179
analysis_id,8vys066a7f8lrqq
mouse_life_stage,Early adult
parameter_id,MGP_MLN_006_001
mouse_strain,C57BL
