parameter_id,IMPC_ECH_018_001
gene_symbol,Snap23
mouse_strain,C57BL
parameter_name,Respiration Rate
gene_accession_id,MGI:109356
pvalue,0.4724617
analysis_id,dftm786i8q59tz5
mouse_life_stage,Late adult
