gene_symbol,Bpifa3
parameter_name,DN CD44+CD62L+ NKT cells
mouse_life_stage,Early adult
pvalue,0.4677687
gene_accession_id,MGI:1920638
mouse_strain,129SV
parameter_id,IMPC_IMM_047_001
analysis_id,400dvq4j99ss0iv
