parameter_id,IMPC_ACS_036_001
analysis_id,ffmz7r8c1xby695
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:3045306
parameter_name,% Pre-pulse inhibition - PPI4
gene_symbol,Exd1
pvalue,0.1737712
