parameter_name,Lean/Body weight
pvalue,0.1761897
mouse_strain,C57BL
gene_symbol,Cldn19
analysis_id,g9856v5w0737m41
parameter_id,ESLIM_005_001_702
gene_accession_id,MGI:3033992
mouse_life_stage,Early adult
