mouse_strain,C57BL
parameter_id,IMPC_IMM_004_002
gene_symbol,Zfp69
mouse_life_stage,Early adult
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
pvalue,0.5378891
analysis_id,1q7q6rxax81vsl8
gene_accession_id,MGI:107794
