parameter_id,JAX_URI_002_001
mouse_strain,C57BL
pvalue,0.6173253
gene_accession_id,MGI:2441730
parameter_name,Creatinine
mouse_life_stage,Late adult
analysis_id,s08nu42d2hhv6yl
gene_symbol,Tbl1xr1
