gene_symbol,Col6a3
pvalue,0.219388
gene_accession_id,MGI:88461
parameter_id,MGP_IMM_129_001
mouse_life_stage,Early adult
analysis_id,p816qpn73zu70wb
parameter_name,CD11b-high cDC - % of CD45+
mouse_strain,C57BL
