parameter_id,IMPC_GEL_006_001
pvalue,0.3181642
parameter_name,Pericardium Morphology
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,3j61o3q519b3555
gene_symbol,Kdm4c
gene_accession_id,MGI:1924054
