gene_symbol,Tubb4b
pvalue,0.1224823
mouse_life_stage,Early adult
gene_accession_id,MGI:1915472
parameter_id,IMPC_OFD_021_001
mouse_strain,C57BL
analysis_id,01j031g8a98621e
parameter_name,Number of rears - total
