gene_symbol,Galnt13
mouse_strain,C57BL
pvalue,0.8631252
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2139447
analysis_id,1e9kyq01k6wnq90
parameter_name,Retinal Blood Vessels Pattern
parameter_id,IMPC_EYE_026_001
