gene_symbol,Ahcy
gene_accession_id,MGI:87968
pvalue,0.2581721
mouse_life_stage,E12.5
analysis_id,n1fvfx7ek154s42
parameter_name,Center resting time
parameter_id,JAX_OFD_015_001
mouse_strain,C57BL
