gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
analysis_id,l81814o23159x62
mouse_life_stage,Early adult
pvalue,0.5327644
mouse_strain,C57BL
parameter_name,PP1 + pulse startle magnitude
parameter_id,ESLIM_011_001_007
