gene_symbol,Mapkap1
mouse_life_stage,E15.5
gene_accession_id,MGI:2444554
parameter_id,MGP_PBI_012_001
pvalue,0.9873781
analysis_id,096ylxb1i9e9886
parameter_name,CD4+ KLRG1+ alpha beta T cell percentage
mouse_strain,C57BL
