parameter_name,Whole arena resting time
gene_accession_id,MGI:1346344
gene_symbol,Nr0b2
parameter_id,HRWLLA_OFD_007_001
mouse_strain,B6J
pvalue,0.4567554
analysis_id,73y281fc1k42xa7
mouse_life_stage,Early adult
