gene_symbol,Ahcy
gene_accession_id,MGI:87968
analysis_id,e8h13z004cu545x
mouse_life_stage,E12.5
parameter_name,Effector gd T cells - % of gd T cells
parameter_id,MGP_IMM_020_001
pvalue,0.9158462
mouse_strain,C57BL
