parameter_id,IMPC_GRS_009_001
mouse_life_stage,Early adult
parameter_name,Forelimb and hindlimb grip strength measurement mean
mouse_strain,C57BL
gene_accession_id,MGI:1914256
pvalue,0.7776301
analysis_id,owo0v1jgey1mb72
gene_symbol,Cisd2
