gene_symbol,Ints7
pvalue,0.9279598
analysis_id,yl44wn8biygte6l
parameter_id,IMPC_GEL_017_002
parameter_name,Pale yolk sac
gene_accession_id,MGI:1924315
mouse_strain,C57BL
mouse_life_stage,E9.5
