mouse_life_stage,Middle aged adult
parameter_name,Neutrophils
gene_accession_id,MGI:1345282
parameter_id,IMPC_IMM_050_001
gene_symbol,Slc30a4
mouse_strain,C57BL
pvalue,0.3736138
analysis_id,582sktzxw54faa3
