parameter_id,M-G-P_007_001_010
parameter_name,center - distance
analysis_id,c30i9gc77w06551
gene_symbol,Ola1
pvalue,0.07898409
gene_accession_id,MGI:1914309
mouse_life_stage,E18.5
mouse_strain,C57BL
