parameter_id,MGP_PBI_011_001
mouse_strain,C57BL
pvalue,0.3834227
gene_accession_id,MGI:1915524
analysis_id,c9bt285y64qa6v1
parameter_name,KLRG1+ mature NK cell percentage
mouse_life_stage,Early adult
gene_symbol,Toporsl
