parameter_id,IMPC_HEM_037_001
gene_accession_id,MGI:1921493
gene_symbol,Slx4ip
mouse_strain,C57BL
pvalue,0.2048245
mouse_life_stage,Early adult
analysis_id,3t8y9n130w4ucll
parameter_name,Basophil cell count
