Parameter_id,IMPC_ECH_008_001
Gene_accession_id,MGI:95457
Analysis_id,3t5q0067my7c249
Mouse_life_stage,Early adult
Parameter_name,LVIDd
Pvalue,0.9961433
Mouse_strain,C3H
Gene_symbol,Mecom
