gene_symbol,Car13
mouse_life_stage,Early adult
analysis_id,4oe2jffmrz8aaud
pvalue,0.9372663
parameter_id,IMPC_DXA_003_001
parameter_name,Lean mass
gene_accession_id,MGI:1931322
mouse_strain,C57BL
