parameter_id,IMPC_CBC_008_001
mouse_strain,C57BL
gene_symbol,Duoxa2
mouse_life_stage,Early adult
gene_accession_id,MGI:1914061
parameter_name,Total bilirubin
analysis_id,ctw3150wy4az040
pvalue,0.2741844
