mouse_strain,129SV
gene_accession_id,MGI:2684980
parameter_id,MGP_MLN_031_001
mouse_life_stage,Early adult
parameter_name,Total NK cells - % of CD45+
pvalue,0.3925989
gene_symbol,Mms22l
analysis_id,39j3s8t7996s7i6
