parameter_id,JAX_OFD_017_001
gene_accession_id,MGI:1336200
parameter_name,Center average speed
mouse_life_stage,Late adult
analysis_id,67vu19xhk51u0ni
mouse_strain,C57BL
gene_symbol,Hpca
pvalue,0.5781459
