gene_symbol,Lpgat1
pvalue,0.8159185
analysis_id,b6ppf00t6qk7t76
parameter_id,MGP_IMM_013_001
parameter_name,Total CD8+ T cells - % of ab T cells
mouse_life_stage,E18.5
gene_accession_id,MGI:2446186
mouse_strain,C57BL
