parameter_id,IMPC_GRS_011_001
mouse_strain,C57BL
gene_symbol,Slc30a4
analysis_id,hw05o65jdx4a9s2
mouse_life_stage,Middle aged adult
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
pvalue,0.7727264
gene_accession_id,MGI:1345282
