mouse_life_stage,E12.5
pvalue,0.0917562
mouse_strain,C57BL
parameter_id,MGP_CSD_030_001
analysis_id,23mk6ml1p0kuxep
parameter_name,Limb coat/hair presence
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
