gene_symbol,Orc2
mouse_life_stage,E9.5
parameter_name,Glucose
parameter_id,HMGULA_CBC_018_001
analysis_id,z539vnifiv7l25s
mouse_strain,C57BL
pvalue,0.8425184
gene_accession_id,MGI:1328306
