gene_symbol,Eprs1
parameter_id,MGP_MLN_058_001
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.4141588
parameter_name,Plasmacytoid DC - % of DC
analysis_id,lcl5835fl33lj70
gene_accession_id,MGI:97838
