parameter_id,MGP_PBI_002_001
analysis_id,561180m9p27lcz2
gene_accession_id,MGI:105073
pvalue,0.5333624
gene_symbol,Tnni1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Alpha beta T cell percentage
