gene_symbol,Hpca
mouse_strain,C57BL
parameter_name,Resting Treg cells - % of CD45+
analysis_id,hm5n9de7w854359
pvalue,0.9009213
gene_accession_id,MGI:1336200
mouse_life_stage,Late adult
parameter_id,MGP_IMM_078_001
