parameter_id,IMPC_GEL_060_001
gene_accession_id,MGI:1919949
analysis_id,brh75u896l7rv5o
parameter_name,Neural tube morphology
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Lime1
pvalue,0.1964521
