parameter_name,HDL-cholesterol
mouse_life_stage,E12.5
mouse_strain,C57BL
analysis_id,6l4tv994nd916b0
gene_accession_id,MGI:99501
gene_symbol,Fgb
parameter_id,ESLIM_021_001_005
pvalue,0.5422096
