mouse_strain,129SV
parameter_name,Mean corpuscular hemoglobin
gene_accession_id,MGI:104848
analysis_id,65s5075t2789r18
parameter_id,IMPC_HEM_006_001
gene_symbol,Inpp1
pvalue,0.08350852
mouse_life_stage,Early adult
