gene_symbol,Lpgat1
analysis_id,4gnn0626x5gabk5
gene_accession_id,MGI:2446186
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,MGP_PBI_018_001
pvalue,0.8141915
parameter_name,Ly6Clow monocyte percentage
