gene_symbol,Arpc2
parameter_name,QT
parameter_id,IMPC_ECG_028_001
pvalue,0.3219615
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,1c3k758sq34k1d3
gene_accession_id,MGI:1923959
