parameter_id,IMPC_CBC_014_001
gene_symbol,Arpc2
analysis_id,w2jf7bt1s42ymuz
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
pvalue,0.3819113
mouse_strain,C57BL
parameter_name,Alkaline phosphatase
