gene_symbol,Eprs1
parameter_id,MGP_MLN_071_001
pvalue,0.3243776
mouse_strain,C57BL
parameter_name,Resting Treg cells - % of CD45+
gene_accession_id,MGI:97838
analysis_id,113701o7hbmd1bv
mouse_life_stage,E9.5
