mouse_life_stage,E12.5
analysis_id,1d80cwn297cnk23
parameter_id,MGP_MLN_006_001
gene_accession_id,MGI:95835
mouse_strain,C58BL
gene_symbol,Hspa5
pvalue,0.4338851
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
