mouse_life_stage,E9.5
gene_symbol,Hspa5
pvalue,0.4154622
parameter_id,JAX_LDT_002_001
analysis_id,4pu3u59l97r0am8
mouse_strain,C57BL
gene_accession_id,MGI:95835
parameter_name,Light side time spent
