parameter_id,JAXLA_OFD_020_001
pvalue,0.598734
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Ufc1
gene_accession_id,MGI:1913405
analysis_id,j7rg463112ey6x8
parameter_name,Distance travelled - total
