parameter_id,IMPC_IMM_047_001
pvalue,0.5050073
mouse_strain,C57BL
gene_symbol,Kifap3
mouse_life_stage,Early adult
parameter_name,DN CD44+CD62L+ NKT cells
gene_accession_id,MGI:107566
analysis_id,i3f91niq134pwke
