gene_symbol,Lpgat1
parameter_id,IMPC_HEM_038_001
mouse_life_stage,Late adult
pvalue,0.3026803
parameter_name,Basophil differential count
gene_accession_id,MGI:2446186
mouse_strain,C57BL
analysis_id,802877v6z0cv423
