mouse_life_stage,E9.5
parameter_id,MGP_PBI_001_001
gene_symbol,Slc39a10
analysis_id,6df6h3h11n869u4
mouse_strain,C57BL
gene_accession_id,MGI:1914515
pvalue,0.2006586
parameter_name,Total T cell percentage
