mouse_life_stage,E9.5
pvalue,0.2098389
parameter_id,IMPC_IMM_051_001
gene_symbol,Eprs1
mouse_strain,C57BL
analysis_id,xk68879087431o3
parameter_name,Monocytes
gene_accession_id,MGI:97838
