parameter_id,JAX_LDT_009_001
gene_symbol,Snap23
parameter_name,Percent time in light
mouse_strain,C57BL
analysis_id,ffo6wr7779v6vpc
pvalue,0.9359359
mouse_life_stage,Early adult
gene_accession_id,MGI:109356
