mouse_life_stage,Early adult
parameter_id,M-G-P_007_001_011
mouse_strain,C57BL
gene_symbol,Hpca
analysis_id,o8536p922v69o92
parameter_name,center - resting time
pvalue,0.5416399
gene_accession_id,MGI:1336200
